,Precision,Recall,Zeroed,NmrNeighbors,NmrRecommendations
1850,0.31,0.01,653,76,1
1851,0.27,0.03,439,76,3
1852,0.24,0.04,342,76,5
1853,0.23,0.06,291,76,7
1854,0.21,0.07,256,76,9
1855,0.2,0.07,235,76,11
1856,0.19,0.08,221,76,13
1857,0.18,0.09,205,76,15
1858,0.17,0.09,192,76,17
1859,0.17,0.1,181,76,19
1860,0.16,0.11,173,76,21
1861,0.16,0.11,167,76,23
1862,0.15,0.12,160,76,25
1863,0.15,0.13,149,76,27
1864,0.15,0.13,144,76,29
1865,0.14,0.13,137,76,31
1866,0.14,0.14,132,76,33
1867,0.14,0.14,127,76,35
1868,0.13,0.15,126,76,37
1869,0.13,0.15,124,76,39
1870,0.13,0.16,120,76,41
1871,0.12,0.16,116,76,43
1872,0.12,0.17,111,76,45
1873,0.12,0.17,109,76,47
1874,0.12,0.17,104,76,49
1875,0.11,0.18,104,76,51
1876,0.11,0.18,101,76,53
1877,0.11,0.19,99,76,55
1878,0.11,0.19,94,76,57
1879,0.11,0.19,92,76,59
1880,0.11,0.2,91,76,61
1881,0.1,0.2,90,76,63
1882,0.1,0.2,89,76,65
1883,0.1,0.2,88,76,67
1884,0.1,0.21,87,76,69
1885,0.1,0.21,87,76,71
1886,0.1,0.21,86,76,73
1887,0.09,0.22,86,76,75
1888,0.09,0.22,85,76,77
1889,0.09,0.22,84,76,79
1890,0.09,0.22,83,76,81
1891,0.09,0.23,82,76,83
1892,0.09,0.23,81,76,85
1893,0.09,0.23,81,76,87
1894,0.09,0.23,79,76,89
1895,0.09,0.24,79,76,91
1896,0.09,0.24,77,76,93
1897,0.08,0.24,75,76,95
1898,0.08,0.24,71,76,97
1899,0.08,0.25,70,76,99
1900,0.31,0.01,653,78,1
1901,0.26,0.03,443,78,3
1902,0.24,0.04,360,78,5
1903,0.22,0.06,305,78,7
1904,0.21,0.06,275,78,9
1905,0.2,0.07,260,78,11
1906,0.19,0.08,243,78,13
1907,0.18,0.09,223,78,15
1908,0.17,0.09,207,78,17
1909,0.17,0.1,193,78,19
1910,0.16,0.11,183,78,21
1911,0.16,0.11,174,78,23
1912,0.15,0.12,166,78,25
1913,0.15,0.13,162,78,27
1914,0.15,0.13,152,78,29
1915,0.14,0.14,149,78,31
1916,0.14,0.14,139,78,33
1917,0.14,0.15,136,78,35
1918,0.13,0.15,133,78,37
1919,0.13,0.16,128,78,39
1920,0.13,0.16,125,78,41
1921,0.12,0.16,120,78,43
1922,0.12,0.17,116,78,45
1923,0.12,0.17,114,78,47
1924,0.12,0.18,109,78,49
1925,0.12,0.18,105,78,51
1926,0.11,0.18,102,78,53
1927,0.11,0.19,97,78,55
1928,0.11,0.19,96,78,57
1929,0.11,0.19,96,78,59
1930,0.11,0.2,95,78,61
1931,0.1,0.2,94,78,63
1932,0.1,0.2,93,78,65
1933,0.1,0.21,92,78,67
1934,0.1,0.21,91,78,69
1935,0.1,0.21,90,78,71
1936,0.1,0.21,90,78,73
1937,0.09,0.22,88,78,75
1938,0.09,0.22,87,78,77
1939,0.09,0.22,86,78,79
1940,0.09,0.22,84,78,81
1941,0.09,0.23,84,78,83
1942,0.09,0.23,83,78,85
1943,0.09,0.23,80,78,87
1944,0.09,0.23,78,78,89
1945,0.09,0.24,77,78,91
1946,0.09,0.24,75,78,93
1947,0.08,0.24,73,78,95
1948,0.08,0.24,72,78,97
1949,0.08,0.25,72,78,99
1950,0.31,0.01,648,80,1
1951,0.26,0.03,445,80,3
1952,0.24,0.04,352,80,5
1953,0.22,0.06,299,80,7
1954,0.21,0.07,264,80,9
1955,0.2,0.07,240,80,11
1956,0.19,0.08,226,80,13
1957,0.18,0.09,211,80,15
1958,0.17,0.1,196,80,17
1959,0.17,0.1,186,80,19
1960,0.16,0.11,178,80,21
1961,0.16,0.11,171,80,23
1962,0.15,0.12,161,80,25
1963,0.15,0.13,157,80,27
1964,0.15,0.13,149,80,29
1965,0.14,0.14,143,80,31
1966,0.14,0.14,136,80,33
1967,0.14,0.15,134,80,35
1968,0.13,0.15,129,80,37
1969,0.13,0.16,125,80,39
1970,0.13,0.16,120,80,41
1971,0.12,0.17,116,80,43
1972,0.12,0.17,111,80,45
1973,0.12,0.17,108,80,47
1974,0.12,0.18,103,80,49
1975,0.12,0.18,100,80,51
1976,0.11,0.19,98,80,53
1977,0.11,0.19,97,80,55
1978,0.11,0.19,97,80,57
1979,0.11,0.2,96,80,59
1980,0.11,0.2,93,80,61
1981,0.11,0.2,90,80,63
1982,0.1,0.21,88,80,65
1983,0.1,0.21,87,80,67
1984,0.1,0.21,86,80,69
1985,0.1,0.21,85,80,71
1986,0.1,0.22,84,80,73
1987,0.1,0.22,83,80,75
1988,0.09,0.22,83,80,77
1989,0.09,0.22,81,80,79
1990,0.09,0.23,81,80,81
1991,0.09,0.23,81,80,83
1992,0.09,0.23,81,80,85
1993,0.09,0.23,81,80,87
1994,0.09,0.24,79,80,89
1995,0.09,0.24,77,80,91
1996,0.09,0.24,75,80,93
1997,0.09,0.24,72,80,95
1998,0.08,0.25,70,80,97
1999,0.08,0.25,69,80,99
2000,0.32,0.01,637,82,1
2001,0.27,0.03,426,82,3
2002,0.25,0.05,328,82,5
2003,0.23,0.06,281,82,7
2004,0.21,0.07,255,82,9
2005,0.2,0.08,230,82,11
2006,0.19,0.08,208,82,13
2007,0.18,0.09,194,82,15
2008,0.18,0.1,179,82,17
2009,0.17,0.11,168,82,19
2010,0.17,0.11,161,82,21
2011,0.16,0.12,150,82,23
2012,0.16,0.12,146,82,25
2013,0.15,0.13,140,82,27
2014,0.15,0.13,136,82,29
2015,0.14,0.14,132,82,31
2016,0.14,0.14,126,82,33
2017,0.14,0.15,122,82,35
2018,0.13,0.15,120,82,37
2019,0.13,0.16,115,82,39
2020,0.13,0.16,109,82,41
2021,0.13,0.17,107,82,43
2022,0.12,0.17,99,82,45
2023,0.12,0.18,99,82,47
2024,0.12,0.18,96,82,49
2025,0.12,0.18,93,82,51
2026,0.12,0.19,91,82,53
2027,0.11,0.19,91,82,55
2028,0.11,0.2,89,82,57
2029,0.11,0.2,89,82,59
2030,0.11,0.2,85,82,61
2031,0.11,0.21,82,82,63
2032,0.1,0.21,80,82,65
2033,0.1,0.21,80,82,67
2034,0.1,0.21,79,82,69
2035,0.1,0.22,77,82,71
2036,0.1,0.22,76,82,73
2037,0.1,0.22,75,82,75
2038,0.1,0.23,72,82,77
2039,0.09,0.23,70,82,79
2040,0.09,0.23,68,82,81
2041,0.09,0.23,66,82,83
2042,0.09,0.23,66,82,85
2043,0.09,0.24,66,82,87
2044,0.09,0.24,65,82,89
2045,0.09,0.24,63,82,91
2046,0.09,0.24,63,82,93
2047,0.09,0.25,61,82,95
2048,0.09,0.25,60,82,97
2049,0.08,0.25,59,82,99
2050,0.32,0.01,640,84,1
2051,0.28,0.03,416,84,3
2052,0.25,0.05,321,84,5
2053,0.23,0.06,283,84,7
2054,0.22,0.07,247,84,9
2055,0.2,0.08,218,84,11
2056,0.19,0.08,200,84,13
2057,0.18,0.09,187,84,15
2058,0.18,0.1,176,84,17
2059,0.17,0.11,162,84,19
2060,0.17,0.11,152,84,21
2061,0.16,0.12,147,84,23
2062,0.16,0.12,141,84,25
2063,0.15,0.13,137,84,27
2064,0.15,0.14,130,84,29
2065,0.14,0.14,125,84,31
2066,0.14,0.15,123,84,33
2067,0.14,0.15,121,84,35
2068,0.14,0.16,117,84,37
2069,0.13,0.16,110,84,39
2070,0.13,0.17,106,84,41
2071,0.13,0.17,105,84,43
2072,0.12,0.17,100,84,45
2073,0.12,0.18,97,84,47
2074,0.12,0.18,96,84,49
2075,0.12,0.19,94,84,51
2076,0.12,0.19,88,84,53
2077,0.11,0.19,85,84,55
2078,0.11,0.2,85,84,57
2079,0.11,0.2,82,84,59
2080,0.11,0.2,79,84,61
2081,0.11,0.21,79,84,63
2082,0.1,0.21,78,84,65
2083,0.1,0.21,76,84,67
2084,0.1,0.22,73,84,69
2085,0.1,0.22,72,84,71
2086,0.1,0.22,69,84,73
2087,0.1,0.22,67,84,75
2088,0.1,0.23,65,84,77
2089,0.09,0.23,65,84,79
2090,0.09,0.23,64,84,81
2091,0.09,0.23,62,84,83
2092,0.09,0.24,62,84,85
2093,0.09,0.24,62,84,87
2094,0.09,0.24,61,84,89
2095,0.09,0.24,61,84,91
2096,0.09,0.24,61,84,93
2097,0.09,0.25,58,84,95
2098,0.08,0.25,58,84,97
2099,0.08,0.25,58,84,99
2100,0.33,0.01,633,86,1
2101,0.28,0.03,409,86,3
2102,0.25,0.05,318,86,5
2103,0.23,0.06,267,86,7
2104,0.22,0.07,228,86,9
2105,0.21,0.08,205,86,11
2106,0.19,0.09,190,86,13
2107,0.18,0.09,179,86,15
2108,0.18,0.1,166,86,17
2109,0.17,0.11,157,86,19
2110,0.17,0.11,150,86,21
2111,0.16,0.12,143,86,23
2112,0.16,0.12,137,86,25
2113,0.15,0.13,132,86,27
2114,0.15,0.14,126,86,29
2115,0.14,0.14,122,86,31
2116,0.14,0.15,115,86,33
2117,0.14,0.15,114,86,35
2118,0.14,0.16,111,86,37
2119,0.13,0.16,104,86,39
2120,0.13,0.17,101,86,41
2121,0.13,0.17,98,86,43
2122,0.12,0.17,94,86,45
2123,0.12,0.18,91,86,47
2124,0.12,0.18,90,86,49
2125,0.12,0.19,85,86,51
2126,0.12,0.19,83,86,53
2127,0.11,0.19,80,86,55
2128,0.11,0.2,80,86,57
2129,0.11,0.2,76,86,59
2130,0.11,0.2,74,86,61
2131,0.11,0.21,73,86,63
2132,0.1,0.21,71,86,65
2133,0.1,0.21,70,86,67
2134,0.1,0.21,70,86,69
2135,0.1,0.22,69,86,71
2136,0.1,0.22,68,86,73
2137,0.1,0.22,66,86,75
2138,0.09,0.23,65,86,77
2139,0.09,0.23,65,86,79
2140,0.09,0.23,65,86,81
2141,0.09,0.23,64,86,83
2142,0.09,0.23,63,86,85
2143,0.09,0.24,62,86,87
2144,0.09,0.24,62,86,89
2145,0.09,0.24,62,86,91
2146,0.09,0.24,62,86,93
2147,0.08,0.24,62,86,95
2148,0.08,0.25,61,86,97
2149,0.08,0.25,60,86,99
2150,0.34,0.01,621,88,1
2151,0.28,0.03,431,88,3
2152,0.25,0.05,335,88,5
2153,0.23,0.06,282,88,7
2154,0.22,0.07,251,88,9
2155,0.21,0.08,225,88,11
2156,0.19,0.08,207,88,13
2157,0.19,0.09,195,88,15
2158,0.18,0.1,188,88,17
2159,0.17,0.11,179,88,19
2160,0.17,0.11,168,88,21
2161,0.16,0.12,161,88,23
2162,0.16,0.13,149,88,25
2163,0.15,0.13,138,88,27
2164,0.15,0.14,133,88,29
2165,0.15,0.14,128,88,31
2166,0.14,0.15,123,88,33
2167,0.14,0.15,118,88,35
2168,0.14,0.16,116,88,37
2169,0.13,0.16,113,88,39
2170,0.13,0.17,109,88,41
2171,0.13,0.17,106,88,43
2172,0.13,0.17,102,88,45
2173,0.12,0.18,100,88,47
2174,0.12,0.18,97,88,49
2175,0.12,0.19,92,88,51
2176,0.12,0.19,91,88,53
2177,0.11,0.19,90,88,55
2178,0.11,0.2,89,88,57
2179,0.11,0.2,85,88,59
2180,0.11,0.2,79,88,61
2181,0.11,0.21,78,88,63
2182,0.1,0.21,78,88,65
2183,0.1,0.21,77,88,67
2184,0.1,0.21,75,88,69
2185,0.1,0.22,71,88,71
2186,0.1,0.22,69,88,73
2187,0.1,0.22,64,88,75
2188,0.1,0.23,62,88,77
2189,0.09,0.23,62,88,79
2190,0.09,0.23,61,88,81
2191,0.09,0.23,60,88,83
2192,0.09,0.24,59,88,85
2193,0.09,0.24,59,88,87
2194,0.09,0.24,58,88,89
2195,0.09,0.24,58,88,91
2196,0.09,0.25,58,88,93
2197,0.09,0.25,57,88,95
2198,0.08,0.25,57,88,97
2199,0.08,0.25,57,88,99
2200,0.33,0.01,627,90,1
2201,0.27,0.03,444,90,3
2202,0.25,0.05,336,90,5
2203,0.23,0.06,281,90,7
2204,0.22,0.07,240,90,9
2205,0.21,0.08,217,90,11
2206,0.2,0.09,206,90,13
2207,0.19,0.09,195,90,15
2208,0.18,0.1,189,90,17
2209,0.17,0.11,180,90,19
2210,0.17,0.11,169,90,21
2211,0.16,0.12,161,90,23
2212,0.16,0.13,156,90,25
2213,0.15,0.13,146,90,27
2214,0.15,0.14,143,90,29
2215,0.15,0.14,134,90,31
2216,0.14,0.15,125,90,33
2217,0.14,0.15,116,90,35
2218,0.14,0.16,115,90,37
2219,0.13,0.16,114,90,39
2220,0.13,0.17,111,90,41
2221,0.13,0.17,106,90,43
2222,0.13,0.18,103,90,45
2223,0.12,0.18,99,90,47
2224,0.12,0.18,97,90,49
2225,0.12,0.19,91,90,51
2226,0.12,0.19,86,90,53
2227,0.11,0.2,85,90,55
2228,0.11,0.2,83,90,57
2229,0.11,0.2,81,90,59
2230,0.11,0.2,80,90,61
2231,0.11,0.21,80,90,63
2232,0.1,0.21,77,90,65
2233,0.1,0.21,77,90,67
2234,0.1,0.22,74,90,69
2235,0.1,0.22,71,90,71
2236,0.1,0.22,69,90,73
2237,0.1,0.23,66,90,75
2238,0.1,0.23,65,90,77
2239,0.09,0.23,65,90,79
2240,0.09,0.23,65,90,81
2241,0.09,0.24,65,90,83
2242,0.09,0.24,65,90,85
2243,0.09,0.24,65,90,87
2244,0.09,0.24,63,90,89
2245,0.09,0.24,63,90,91
2246,0.09,0.25,63,90,93
2247,0.09,0.25,60,90,95
2248,0.09,0.25,59,90,97
2249,0.08,0.25,59,90,99
2250,0.34,0.01,620,92,1
2251,0.28,0.03,425,92,3
2252,0.26,0.05,329,92,5
2253,0.24,0.06,273,92,7
2254,0.22,0.07,246,92,9
2255,0.21,0.08,224,92,11
2256,0.2,0.09,205,92,13
2257,0.19,0.09,197,92,15
2258,0.18,0.1,189,92,17
2259,0.17,0.11,179,92,19
2260,0.17,0.11,170,92,21
2261,0.16,0.12,162,92,23
2262,0.16,0.13,159,92,25
2263,0.16,0.13,152,92,27
2264,0.15,0.14,144,92,29
2265,0.15,0.14,133,92,31
2266,0.14,0.15,128,92,33
2267,0.14,0.15,125,92,35
2268,0.14,0.16,121,92,37
2269,0.14,0.16,114,92,39
2270,0.13,0.17,114,92,41
2271,0.13,0.17,108,92,43
2272,0.13,0.18,104,92,45
2273,0.12,0.18,100,92,47
2274,0.12,0.18,96,92,49
2275,0.12,0.19,93,92,51
2276,0.12,0.19,89,92,53
2277,0.12,0.2,89,92,55
2278,0.11,0.2,87,92,57
2279,0.11,0.2,84,92,59
2280,0.11,0.21,83,92,61
2281,0.11,0.21,83,92,63
2282,0.11,0.21,80,92,65
2283,0.1,0.22,80,92,67
2284,0.1,0.22,78,92,69
2285,0.1,0.22,76,92,71
2286,0.1,0.22,74,92,73
2287,0.1,0.23,74,92,75
2288,0.1,0.23,70,92,77
2289,0.1,0.23,68,92,79
2290,0.09,0.23,67,92,81
2291,0.09,0.24,67,92,83
2292,0.09,0.24,64,92,85
2293,0.09,0.24,64,92,87
2294,0.09,0.24,63,92,89
2295,0.09,0.25,62,92,91
2296,0.09,0.25,62,92,93
2297,0.09,0.25,61,92,95
2298,0.09,0.25,61,92,97
2299,0.09,0.25,59,92,99
2300,0.34,0.01,622,94,1
2301,0.27,0.03,436,94,3
2302,0.25,0.05,331,94,5
2303,0.24,0.06,283,94,7
2304,0.22,0.07,262,94,9
2305,0.2,0.07,236,94,11
2306,0.19,0.08,224,94,13
2307,0.19,0.09,211,94,15
2308,0.18,0.1,205,94,17
2309,0.17,0.1,198,94,19
2310,0.17,0.11,194,94,21
2311,0.16,0.12,180,94,23
2312,0.16,0.12,167,94,25
2313,0.15,0.13,163,94,27
2314,0.15,0.13,161,94,29
2315,0.15,0.14,152,94,31
2316,0.14,0.14,146,94,33
2317,0.14,0.15,141,94,35
2318,0.14,0.16,137,94,37
2319,0.13,0.16,132,94,39
2320,0.13,0.17,127,94,41
2321,0.13,0.17,119,94,43
2322,0.13,0.18,117,94,45
2323,0.12,0.18,110,94,47
2324,0.12,0.18,106,94,49
2325,0.12,0.19,102,94,51
2326,0.12,0.19,99,94,53
2327,0.12,0.2,97,94,55
2328,0.11,0.2,93,94,57
2329,0.11,0.2,91,94,59
2330,0.11,0.21,89,94,61
2331,0.11,0.21,87,94,63
2332,0.11,0.21,87,94,65
2333,0.11,0.22,86,94,67
2334,0.1,0.22,85,94,69
2335,0.1,0.22,85,94,71
2336,0.1,0.22,84,94,73
2337,0.1,0.23,82,94,75
2338,0.1,0.23,81,94,77
2339,0.1,0.23,79,94,79
2340,0.09,0.23,78,94,81
2341,0.09,0.24,77,94,83
2342,0.09,0.24,76,94,85
2343,0.09,0.24,74,94,87
2344,0.09,0.24,71,94,89
2345,0.09,0.25,70,94,91
2346,0.09,0.25,69,94,93
2347,0.09,0.25,69,94,95
2348,0.09,0.25,67,94,97
2349,0.09,0.25,66,94,99
2350,0.33,0.01,631,96,1
2351,0.28,0.03,423,96,3
2352,0.25,0.05,333,96,5
2353,0.23,0.06,288,96,7
2354,0.22,0.07,261,96,9
2355,0.2,0.07,239,96,11
2356,0.2,0.08,221,96,13
2357,0.19,0.09,204,96,15
2358,0.18,0.1,187,96,17
2359,0.17,0.11,180,96,19
2360,0.17,0.11,173,96,21
2361,0.16,0.12,169,96,23
2362,0.16,0.12,160,96,25
2363,0.15,0.13,152,96,27
2364,0.15,0.14,147,96,29
2365,0.15,0.14,135,96,31
2366,0.14,0.15,128,96,33
2367,0.14,0.15,123,96,35
2368,0.14,0.16,119,96,37
2369,0.13,0.16,114,96,39
2370,0.13,0.17,109,96,41
2371,0.13,0.17,105,96,43
2372,0.13,0.18,102,96,45
2373,0.12,0.18,98,96,47
2374,0.12,0.18,95,96,49
2375,0.12,0.19,94,96,51
2376,0.12,0.19,88,96,53
2377,0.12,0.2,84,96,55
2378,0.11,0.2,83,96,57
2379,0.11,0.2,82,96,59
2380,0.11,0.21,80,96,61
2381,0.11,0.21,79,96,63
2382,0.11,0.21,79,96,65
2383,0.11,0.22,78,96,67
2384,0.1,0.22,76,96,69
2385,0.1,0.22,75,96,71
2386,0.1,0.22,75,96,73
2387,0.1,0.23,73,96,75
2388,0.1,0.23,72,96,77
2389,0.1,0.23,70,96,79
2390,0.09,0.23,68,96,81
2391,0.09,0.24,68,96,83
2392,0.09,0.24,66,96,85
2393,0.09,0.24,64,96,87
2394,0.09,0.24,64,96,89
2395,0.09,0.25,62,96,91
2396,0.09,0.25,62,96,93
2397,0.09,0.25,62,96,95
2398,0.09,0.25,60,96,97
2399,0.08,0.26,60,96,99
2400,0.33,0.01,630,98,1
2401,0.28,0.03,430,98,3
2402,0.25,0.04,341,98,5
2403,0.23,0.06,296,98,7
2404,0.22,0.07,258,98,9
2405,0.21,0.07,235,98,11
2406,0.19,0.08,223,98,13
2407,0.19,0.09,203,98,15
2408,0.18,0.1,195,98,17
2409,0.17,0.1,186,98,19
2410,0.17,0.11,180,98,21
2411,0.16,0.12,175,98,23
2412,0.16,0.12,170,98,25
2413,0.15,0.13,159,98,27
2414,0.15,0.13,151,98,29
2415,0.15,0.14,147,98,31
2416,0.14,0.14,138,98,33
2417,0.14,0.15,128,98,35
2418,0.14,0.16,127,98,37
2419,0.13,0.16,122,98,39
2420,0.13,0.16,116,98,41
2421,0.13,0.17,110,98,43
2422,0.13,0.17,104,98,45
2423,0.12,0.18,99,98,47
2424,0.12,0.18,97,98,49
2425,0.12,0.19,95,98,51
2426,0.12,0.19,89,98,53
2427,0.11,0.19,85,98,55
2428,0.11,0.2,80,98,57
2429,0.11,0.2,79,98,59
2430,0.11,0.2,76,98,61
2431,0.11,0.21,74,98,63
2432,0.11,0.21,73,98,65
2433,0.1,0.21,72,98,67
2434,0.1,0.22,71,98,69
2435,0.1,0.22,68,98,71
2436,0.1,0.22,68,98,73
2437,0.1,0.23,68,98,75
2438,0.1,0.23,67,98,77
2439,0.1,0.23,64,98,79
2440,0.09,0.23,62,98,81
2441,0.09,0.24,62,98,83
2442,0.09,0.24,62,98,85
2443,0.09,0.24,61,98,87
2444,0.09,0.24,60,98,89
2445,0.09,0.24,60,98,91
2446,0.09,0.25,59,98,93
2447,0.09,0.25,58,98,95
2448,0.08,0.25,57,98,97
2449,0.08,0.25,56,98,99
